,1Wc1,1KWc1,MWEc1,CPMc1,CWHc1,YWMc1,YWKc1,MWBWX,BL2c1,AGRc1,WEAc1,NWTc1,LWBc1
2021-01-14,255.32413960837707,255.32413960837707,255.32413960837707,255.1282182768494,255.32413960837707,255.32413960837707,255.32413960837707,255.1282182768494,255.1282182768494,255.1282182768494,255.1282182768494,254.5008747138728,255.1282182768494
2021-01-15,255.47375617276083,255.47375617276083,255.47375617276083,255.32413960837707,255.47375617276083,255.47375617276083,255.47375617276083,255.32413960837707,255.32413960837707,255.32413960837707,255.32413960837707,254.64950411698632,255.32413960837707
2021-01-16,255.77830513972853,255.77830513972853,255.77830513972853,255.47375617276083,255.77830513972853,255.77830513972853,255.77830513972853,255.47375617276083,255.47375617276083,255.47375617276083,255.47375617276083,254.869007154742,255.47375617276083
2021-01-17,255.79168462007195,255.79168462007195,255.79168462007195,255.77830513972853,255.79168462007195,255.79168462007195,255.79168462007195,255.77830513972853,255.77830513972853,255.77830513972853,255.77830513972853,255.1282182768494,255.77830513972853
2021-01-18,255.83245808264468,255.83245808264468,255.83245808264468,255.79168462007195,255.83245808264468,255.83245808264468,255.83245808264468,255.79168462007195,255.79168462007195,255.79168462007195,255.79168462007195,255.32413960837707,255.79168462007195
2021-01-19,255.93350119640783,255.93350119640783,255.93350119640783,255.83245808264468,255.93350119640783,255.93350119640783,255.93350119640783,255.83245808264468,255.83245808264468,255.83245808264468,255.83245808264468,255.47375617276083,255.83245808264468
2021-01-20,256.0646712028881,256.0646712028881,256.0646712028881,255.93350119640783,256.0646712028881,256.0646712028881,256.0646712028881,255.93350119640783,255.93350119640783,255.93350119640783,255.93350119640783,255.77830513972853,255.93350119640783
2021-01-21,256.1240875971403,256.1240875971403,256.1240875971403,256.0646712028881,256.1240875971403,256.1240875971403,256.1240875971403,256.0646712028881,256.0646712028881,256.0646712028881,256.0646712028881,255.79168462007195,256.0646712028881
2021-01-22,256.12993069242964,256.12993069242964,256.12993069242964,256.1240875971403,256.12993069242964,256.12993069242964,256.12993069242964,256.1240875971403,256.1240875971403,256.1240875971403,256.1240875971403,255.83245808264468,256.1240875971403
2021-01-23,256.2846942325806,256.2846942325806,256.2846942325806,256.12993069242964,256.2846942325806,256.2846942325806,256.2846942325806,256.12993069242964,256.12993069242964,256.12993069242964,256.12993069242964,255.93350119640783,256.12993069242964
2021-01-24,256.1435778141095,256.1435778141095,256.1435778141095,256.2846942325806,256.1435778141095,256.1435778141095,256.1435778141095,256.2846942325806,256.2846942325806,256.2846942325806,256.2846942325806,256.0646712028881,256.2846942325806
2021-01-25,256.02647539821976,256.02647539821976,256.02647539821976,256.1435778141095,256.02647539821976,256.02647539821976,256.02647539821976,256.1435778141095,256.1435778141095,256.1435778141095,256.1435778141095,256.1240875971403,256.1435778141095
2021-01-26,255.96760688408472,255.96760688408472,255.96760688408472,256.02647539821976,255.96760688408472,255.96760688408472,255.96760688408472,256.02647539821976,256.02647539821976,256.02647539821976,256.02647539821976,256.12993069242964,256.02647539821976
2021-01-27,255.9381729816723,255.9381729816723,255.9381729816723,255.96760688408472,255.9381729816723,255.9381729816723,255.9381729816723,255.96760688408472,255.96760688408472,255.96760688408472,255.96760688408472,256.2846942325806,255.96760688408472
2021-01-28,255.83762226145782,255.83762226145782,255.83762226145782,255.9381729816723,255.83762226145782,255.83762226145782,255.83762226145782,255.9381729816723,255.9381729816723,255.9381729816723,255.9381729816723,256.1435778141095,255.9381729816723
2021-01-29,255.68543702474778,255.68543702474778,255.68543702474778,255.83762226145782,255.68543702474778,255.68543702474778,255.68543702474778,255.83762226145782,255.83762226145782,255.83762226145782,255.83762226145782,256.02647539821976,255.83762226145782
2021-01-30,255.6853742002793,255.6853742002793,255.6853742002793,255.68543702474778,255.6853742002793,255.6853742002793,255.6853742002793,255.68543702474778,255.68543702474778,255.68543702474778,255.68543702474778,255.96760688408472,255.68543702474778
2021-01-31,255.39384704866663,255.39384704866663,255.39384704866663,255.6853742002793,255.39384704866663,255.39384704866663,255.39384704866663,255.6853742002793,255.6853742002793,255.6853742002793,255.6853742002793,255.9381729816723,255.6853742002793
2021-02-01,255.13190395698274,255.13190395698274,255.13190395698274,255.39384704866663,255.13190395698274,255.13190395698274,255.13190395698274,255.39384704866663,255.39384704866663,255.39384704866663,255.39384704866663,255.83762226145782,255.39384704866663
2021-02-02,254.9348512848538,254.9348512848538,254.9348512848538,255.13190395698274,254.9348512848538,254.9348512848538,254.9348512848538,255.13190395698274,255.13190395698274,255.13190395698274,255.13190395698274,255.68543702474778,255.13190395698274
2021-02-03,254.7749004831396,254.7749004831396,254.7749004831396,254.9348512848538,254.7749004831396,254.7749004831396,254.7749004831396,254.9348512848538,254.9348512848538,254.9348512848538,254.9348512848538,255.6853742002793,254.9348512848538
2021-02-04,254.5524283427034,254.5524283427034,254.5524283427034,254.7749004831396,254.5524283427034,254.5524283427034,254.5524283427034,254.7749004831396,254.7749004831396,254.7749004831396,254.7749004831396,255.39384704866663,254.7749004831396
2021-02-05,254.28775699857925,254.28775699857925,254.28775699857925,254.5524283427034,254.28775699857925,254.28775699857925,254.28775699857925,254.5524283427034,254.5524283427034,254.5524283427034,254.5524283427034,255.13190395698274,254.5524283427034
2021-02-06,254.18538988148273,254.18538988148273,254.18538988148273,254.28775699857925,254.18538988148273,254.18538988148273,254.18538988148273,254.28775699857925,254.28775699857925,254.28775699857925,254.28775699857925,254.9348512848538,254.28775699857925
2021-02-07,253.80238939150456,253.80238939150456,253.80238939150456,254.18538988148273,253.80238939150456,253.80238939150456,253.80238939150456,254.18538988148273,254.18538988148273,254.18538988148273,254.18538988148273,254.7749004831396,254.18538988148273
2021-02-08,253.46035257782142,253.46035257782142,253.46035257782142,253.80238939150456,253.46035257782142,253.46035257782142,253.46035257782142,253.80238939150456,253.80238939150456,253.80238939150456,253.80238939150456,254.5524283427034,253.80238939150456
2021-02-09,253.19503179595486,253.19503179595486,253.19503179595486,253.46035257782142,253.19503179595486,253.19503179595486,253.19503179595486,253.46035257782142,253.46035257782142,253.46035257782142,253.46035257782142,254.28775699857925,253.46035257782142
2021-02-10,252.97898058140433,252.97898058140433,252.97898058140433,253.19503179595486,252.97898058140433,252.97898058140433,252.97898058140433,253.19503179595486,253.19503179595486,253.19503179595486,253.19503179595486,254.18538988148273,253.19503179595486
2021-02-11,252.71281362082814,252.71281362082814,252.71281362082814,252.97898058140433,252.71281362082814,252.71281362082814,252.71281362082814,252.97898058140433,252.97898058140433,252.97898058140433,252.97898058140433,253.80238939150456,252.97898058140433
